,company_name,industry_group,company_code,CIN code,industry_type,Defaulter,PAT/CE,PAT/sales,PBIT/sales,Cash Profits/TA,CR,QR,CFO/Debt,cash/CL,NWC/sales,INTCOV,Debt/Equity,cash/COS,NWC_cycle,Debtor_days,Creditor_days,RM_cycle,WIP_cycle,FG_cycle,NWC/TA,RE/TA,PBIR/TA,sales/TA,MVE/BVD
1297,Lakhani Armaan Shoes Pvt. Ltd.,Footwear,546855,U19115HR2007PTC036576,1,1,0.30674264,-1.461538462,-1.479638009,-0.099958695,0.440414508,0.092400691,0.068373943,0.000287853,-8.805429864,,-2.512179888,0.002257336,-194.6,792.76,41643.8,75311.67,725.78,11.92,-0.803800083,-0.832300702,-0.135068154,0.091284593,
1298,Lakhani Rubber Products Pvt. Ltd.,Footwear,387132,U25199HR2007PTC036751,1,1,0.052098951,0.020805269,0.029187247,,1.111977475,0.99740091,,,0.032031133,1.55,,,21.4,219.6,218.87,19.82,6.27,2.41,,,,,
1299,Lamina Foundries Ltd.,Castings & forgings,126800,U85110KA1981PLC004151,1,1,-0.004252029,-0.002122733,-0.001157854,0.028827316,0.754253308,0.356647763,0.069760479,0.00031506,-0.201080664,0.98,14.33476395,0.000207082,-104.2,46.7,66.94,34.33,103.03,2.36,-0.291631682,-0.019871257,-0.001679261,1.450321858,
1300,Leeway Logistics Ltd.,Road transport services,412862,U63000HR2010PLC040312,1,1,0.123955938,0.037749065,0.047057306,0.132594083,1.219315486,,0.021608861,,0.058503677,2.84,2.41676419,,317.4,67.26,6.19,,,,0.135890739,0.161022392,0.109303421,2.322772616,
1301,Liners India Ltd.,Other automobile ancillaries,327622,U99999AP1986PLC006402,1,1,-0.028227256,-0.013773138,-0.00815861,0.027798742,0.847208122,0.433333333,0.167731629,0.000846024,-0.088779718,0.83,3.704142012,0.000446907,-101.2,56.74,92.57,61.5,64.78,41.49,-0.127295597,0.067169811,-0.011698113,1.433836478,
1303,M F L India Ltd.,Transport logistics services,151389,L63040DL1981PLC012730,1,1,0.001485443,0.001017432,0.002034864,0.083817267,1.820037106,1.696660482,0.012788476,0.029993816,0.176965339,1.04,1.92774157,0.006933524,260.9,109.95,4.6,,,5.31,0.252516454,-0.007162214,0.0029036,1.426926055,0.1
1304,Madhya Bharat Phosphate Pvt. Ltd.,Wholesale trading,412466,U21015MP1998PTC012560,1,1,0.000432464,0.000489636,0.000163212,0.01508352,1.531784188,0.652510684,0.064581006,0.003472222,0.321364452,1,1.261629546,0.002419505,196.9,64.1,37.82,141.81,,64.05,0.245450012,0.147220145,0.000124657,0.76377462,
1305,Mahakali Chandrapur Polytex Pvt. Ltd.,Plastic packaging goods,518523,U74999MH2011PTC224451,1,1,0.002314815,0.001009082,0.004036327,0.053702197,1.127208481,0.77385159,0.082236842,0.005300353,0.016145308,1.06,93.53846154,0.001506024,3.2,25.69,47.24,17.06,,20.62,0.026037429,-0.106590724,0.006509357,1.612693247,
1306,Maharaja Agrofoods Pvt. Ltd.,Dairy products,511678,U15200DL2011PTC227642,1,1,0.015603232,0.001240392,0.001240392,0.077101898,0.827082009,0.670692943,0.131313131,0.001907184,-0.006711409,1.28,2.23028786,6.68047E-05,-30.3,7.2,,,,2.36,-0.058698179,-0.000387447,0.010848508,8.746028671,
1307,Makalu Trading Ltd.,Wholesale trading,136805,U51900MH1981PLC024687,1,1,0.051464316,0.009579051,0.011759476,0.017848447,1.26428345,,0.090789415,,0.111942589,,5.225979478,,1057.6,126.07,124.41,,,,0.19807469,0.106023149,0.020807581,1.769431022,
1308,Metenere Ltd.,Other non-ferrous metals & metal products,144696,U27107DL1997PLC084906,1,1,0.052258667,0.035498354,0.035525292,0.075291891,1.41863173,0.782679685,,0.000110586,0.187381024,1.48,1.867180294,5.50575E-05,6260.4,85.4,33.47,13.38,98.07,9.3,0.236934431,0.264361813,0.044920049,1.264452645,
1309,Mhetre Foods Pvt. Ltd.,Processed foods,536589,U15139PN2010PTC137427,1,1,-0.051824432,-0.125159642,-0.125159642,0.029371893,0.859569649,0.185730464,0.003174603,0.003397508,-0.22605364,0.2,5.851393189,0.003631961,-17.7,32.16,100.28,,,272.11,-0.079981925,-0.082241301,-0.044283778,0.353818346,
1310,Mijan Imex Intl. Pvt. Ltd.,Wholesale trading,523533,U74900MH2011PTC225571,1,1,0.016275237,0.006317473,0.007676929,0.026594337,1.449917511,1.19467358,-0.14026377,,0.152658936,1.56,5.790655885,,190.9,94.56,53.79,,,25.36,0.252580048,0.048028579,0.012701773,1.654538238,
1311,Minaxi Textiles Ltd.,Cloth,146415,L17119GJ1995PLC025007,1,1,0.004693458,0.003605228,0.003605228,0.042735043,1.256647865,0.475423046,0.341408871,0.003626108,0.141955836,1.04,1.754741661,0.002187652,63,121.97,88.36,19.32,72.91,99.61,0.14957265,0.231006648,0.00379867,1.05365622,0.08
1312,Mini Diamonds (India) Ltd.,Gems & jewellery,146529,L36912MH1987PLC042515,1,1,-0.059979317,-0.010571403,-0.013578784,,1.068985711,0.83661279,,0.000468494,0.052492482,0.35,,0.000380048,57.6,255.38,355.64,123.13,,26.41,,,,,0.09
1313,Minop Innovative Technologies Pvt. Ltd.,Diversified,520048,U10101WB2005PTC106728,1,1,0.024793388,0.314285714,0.219047619,,4.869402985,3.712686567,,,9.733333333,1.44,,,102.2,879.48,359.79,1355.71,525.18,,,,,,
1314,Mobile Telecommunications Ltd.,Wholesale trading,147380,L32100GJ1995PLC024812,1,1,-0.088455371,-0.021645305,-0.021252943,-0.01966266,1.071268172,0.947523933,,0.002009219,0.037535967,,3.777827248,0.001092334,57.4,109.13,89.35,,,24.6,0.053489889,0.025906253,-0.030286087,1.425030286,0.72
1315,Modern India Concast Ltd.,Other non-ferrous metals & metal products,147601,U27106WB1987PLC042166,1,1,-0.068107553,-0.030138401,-0.030489568,0.005436922,1.09664672,0.756049829,0.12261517,3.7635E-05,-0.349225367,0.09,-18.43053173,1.92994E-05,-1690.6,0.33,52.92,72.06,24.25,7.35,-0.415912222,-0.203896871,-0.03631175,1.190956505,
1316,Modern Steels Ltd.,Steel,147679,L27109PB1973PLC003358,1,1,-0.212455756,-0.078396617,-0.071492988,,0.447346392,0.275447849,,0.000711535,-0.409148863,,,0.000493268,-1315.7,78.14,42.2,32.8,10.45,14.22,,,,,0.08
1317,Mohit Diamonds Pvt. Ltd.,Gems & jewellery,148305,U36912MH1991PTC063011,1,1,0.028975853,0.019646957,0.028491851,,,,,,0.23828522,1.88,,,633.1,96.27,14.33,98.76,1.3,43.74,,,,,
1318,Motilal Dhoot Infrastructure Pvt. Ltd.,Diversified non-financial services,466895,U45200PN2006PTC128655,1,1,0.06978233,0.033415083,0.049049663,0.094982765,0.883315158,0.860959651,0.139081456,0.001635769,-0.068362968,2.05,7.617161716,0.000997009,-22.3,145.35,144.09,19.61,,,-0.08540789,0.077747989,0.061279203,1.249329759,
1319,My Car (Bhopal) Pvt. Ltd.,Wholesale trading,449389,U50103MP2003PTC015852,1,1,0.012795594,0.004296047,0.004296047,0.018224231,1.062989386,0.731686097,0.094391245,0.024186532,-0.000435043,1.11,5.784371909,0.007906262,-0.8,28.27,,,,3449.63,-0.001166351,0.05379793,0.011517714,2.681003062,
1320,My Car (Indore) Pvt. Ltd.,Wholesale trading,452570,U50401MP2009PTC021848,1,1,0.016062757,0.003662068,0.003662068,0.026130653,1.062601626,0.491869919,-0.026803311,0.047154472,0.007153807,1.17,5.662946429,0.010131889,8.4,31.44,,,,10978.97,0.028140704,0.017420436,0.01440536,3.933668342,
1321,Mysore Paper Mills Ltd.,Paper products,151512,L99999KA1936SGC000173,1,1,-0.847722343,-0.194757301,-0.194757301,-0.152531632,0.555809353,0.205179856,-0.046843899,1.79856E-05,-0.727598924,,-2.65866831,2.18809E-05,-2920,25.79,98.72,161.91,2.17,79.03,-0.638097944,-0.928716593,-0.170800463,0.876991324,0.22
1322,N S K Builders Pvt. Ltd.,Infrastructural construction,410186,U70100TN2010PTC075510,1,1,-0.009577769,-0.007349136,-0.010454404,0.030441629,1.454035446,1.293510136,,0.000382507,0.366628713,0.37,3.047647951,0.000317898,354.2,113.93,14.21,49.21,8.18,,0.265576966,0.022118917,-0.007572917,0.724375797,
1323,N S L Sugars Ltd.,Sugar,202008,U15429KA1999PLC026121,1,1,-0.047471747,-0.099206641,-0.099206641,-0.012264982,0.563197321,0.153855645,0.097685358,0.000176258,-0.490780871,0.42,15.02621524,0.000196788,-2672.4,25.31,112.1,9.54,0.57,120.05,-0.176981305,-0.017066338,-0.035775071,0.36061166,
1324,N S L Textiles Ltd.,Diversified cotton textile,386014,U15429AP2002PLC038489,1,1,-0.032665628,-0.041865949,-0.040934116,0.010775794,1.048409743,0.744928067,0.072391405,0.000549417,-0.008234366,0.45,4.980779437,0.000265544,-86.6,34.22,91.17,34.2,16.18,20.26,-0.005489316,-0.08947712,-0.027288113,0.666634973,
1325,N V Kharote Constructions Pvt. Ltd.,Other construction & allied activities,523306,U45202PN1997PTC107714,1,1,0.035589672,0.028317601,0.038867296,0.037582529,1.1632,0.9584,,0.004,0.02665186,1.61,5.90877193,0.003103662,4.8,197.19,,,,48.6,0.024377857,-0.120365668,0.035551041,0.914677501,
1326,Narmada Cereal Pvt. Ltd.,Other agricultural products,388887,U20296DL2007PTC161251,1,1,0.015640721,0.011425899,0.017706802,0.028162014,1.200414412,0.08748705,0.014735626,0.000920916,0.116330349,1.3,6.143786982,0.000577951,174.1,30.08,0.11,104.05,,157.4,0.14420608,0.094839725,0.021949805,1.239625611,
1327,Natural Products Export Corpn. Ltd.,Wholesale trading,155831,U29299WB1993PLC061076,1,1,0.043635541,0.054366197,0.08056338,,0.915815085,0.552311436,,0.001459854,-0.122253521,3.98,,0.000949367,-43.4,48.74,63.95,380.61,,,,,,,
1328,Neysa Jewellery Ltd.,Gems & jewellery,224017,U99999MH1996PLC100257,1,1,-0.012951334,-0.020519836,-0.020022385,-0.0046669,1.694762255,1.4340296,0.117033003,0.00020993,1.021514737,0.73,8.972076789,0.000241109,821.4,624.33,157.5,165.98,,2.48,0.479173959,-0.004141874,-0.009392136,0.469081787,
1329,Nilachal Refractories Ltd.,Refractories,159642,L26939OR1977PLC000735,1,1,-0.032679739,-0.863874346,-0.858638743,,0.593952484,0.166306695,,,-4.115183246,,,,-78.6,431.88,1760,2380.43,276.46,448.09,,,,,0.69
1330,Nirala Infracity (Ajmer) Pvt. Ltd.,Housing construction,476927,U70109DL2011PTC215755,1,1,-0.082677165,-0.425101215,-0.425101215,-0.076502732,1.184721623,0.204574881,0.196374622,,0.799595142,,5.413551402,,39.5,298.87,22.28,,158.05,971.99,0.143897996,-0.073224044,-0.076502732,0.17996357,
1331,Nitin Fire Protection Inds. Ltd.,Diversified,160874,L29193MH1995PLC092323,1,1,-0.461888263,-3.475828354,-1.994568169,-0.149665527,0.730087497,0.648181112,-0.337852956,,-4.594785443,,-5.088737624,,-2537.7,2078.51,1453.01,613.51,,5.38,-0.384069377,-0.353300845,-0.16672216,0.083588098,0.02
1332,Nizam Deccan Sugars Ltd.,Business services & consultancy,339831,U15421AP2002PLC039135,1,1,-0.122632665,-186.8571429,-186.8571429,-0.044345898,0.146410202,0.070950469,-0.000528063,7.04573E-05,-1838.142857,,-1.739975061,0.000784314,-1286.7,2346.43,4038.55,,127.42,78.41,-1.141197339,-3.135432373,-0.116008869,0.000620843,
1333,Nyse Infrastructure Pvt. Ltd.,Infrastructural construction,299784,U70102TG2002PTC038539,1,1,-0.02150226,-0.143132716,-0.143132716,,,,,,0.562114198,0.73,,,145.7,145.68,,,,,,,,,
1334,Omkar Speciality Chemicals Ltd.,Inorganic chemicals,386587,L24110MH2005PLC151589,1,1,-0.207171804,-0.390961761,-0.266975666,-0.022435166,0.225979341,0.211849542,0.004900383,0.000194894,-3.318424102,,-1.887965964,0.000766284,-1431.9,293.4,213.57,20.03,15.04,3.1,-1.088980151,-1.282987299,-0.087611225,0.328161837,0.04
1335,Oneworld Creations Pvt. Ltd.,Wholesale trading,520271,U74999MH2012PTC230339,1,1,0.051024174,0.010868497,0.016233958,0.042175701,1.408737283,1.366589724,-0.155156395,,0.093256815,1.91,3.829232138,,474.5,103.46,36.75,,,2.16,0.291300878,0.099637792,0.050709067,3.123641721,
1336,Oneworld Industries Pvt. Ltd.,Wholesale trading,465681,U74120MH2012PTC230510,1,1,0.032515833,0.006188069,0.009464105,,1.344841707,1.32001638,,,0.108440849,1.63,,,1340.6,137.53,61.57,,,1.92,,,,,
1337,Opal Luxury Time Products Ltd.,Other consumer goods,443711,L33309PN2007PLC129597,1,1,-0.183684643,-0.532539683,-0.479365079,-0.062704608,1.570812808,0.846674877,-0.346024096,,0.748412698,,1.094409283,,94.3,427.14,260.94,252.27,24.7,113.37,0.23747167,0.048098716,-0.152102745,0.317300428,
1338,Oracle Home Textile Ltd.,Other textiles,199381,U70102MH1985PLC036047,1,1,5.693744923,-6.981075697,-2.928286853,-0.70681458,0.055085579,0.046429274,0.08974473,9.83671E-05,-9.653386454,,-1.507710876,0.000314465,-969.2,1009.02,1919.12,106.03,,131.82,-2.559957739,-2.628895932,-0.776545166,0.265187533,
1339,Orissa Stevedores Ltd.,Transport logistics services,304258,U35112OR1978PLC000771,1,1,0.039830481,0.044389205,0.091548295,0.058031827,1.465295839,,0.084278647,0.001056567,-0.154101563,2.4,2.354458442,0.000832053,-867.9,142.48,387.93,,,,-0.09104451,0.207307478,0.054087509,0.59080848,
1340,Oswal Overseas Ltd.,Sugar,165549,L74899DL1984PLC018268,1,1,0.012377294,0.011000126,-0.008471362,0.013070681,1.000469439,0.046943949,-0.269160105,0.000563327,-0.007839171,0.71,16.87707641,0.00075643,-6.2,5.17,262.78,7.09,5.99,338.86,-0.003840674,-0.109830886,-0.004150406,0.489933717,0.16
1341,Oxigen Services (India) Pvt. Ltd.,Retail trading,377117,U74999DL2003PTC121961,1,1,0.050556896,0.011872906,0.021732842,0.100302092,1.439819859,,-0.006866784,7.26375E-05,0.069935633,4.23,1.40801105,1.23834E-05,580.2,3.4,9.45,,,3.59,0.221865321,7.64789E-05,0.068945738,3.172421705,
1342,P C I Ltd.,Wholesale trading,166116,U74899DL1986PLC023329,1,1,-0.081130356,-0.074539363,-0.110991465,-0.050926783,1.083891044,0.966793128,,0.001065689,0.078487676,0.08,8.146070133,0.000995381,196.8,138.64,202.58,106.19,53.87,26.75,0.052037336,0.09384172,-0.07358735,0.663000079,
1343,P G Mercantile Pvt. Ltd.,Wholesale trading,418148,U51109MH2010PTC199351,1,1,-0.110836084,-0.075794621,-0.048962447,-0.027333699,1.048943896,,-0.188604739,5.1143E-05,-0.176854116,,8.735934292,6.32751E-05,-282.1,268.48,333.84,,,,-0.11899439,0.063609904,-0.032943856,0.672839246,
1344,P V S Memorial Hospital Pvt. Ltd.,Health services,287589,U85110KL1992PTC006573,1,1,-0.108318739,-0.183531157,-0.178783383,0.018482837,0.126937651,0.089906993,0.094626364,0.001722356,-0.752077151,,5.663338088,0.001414227,-506.9,4.9,228.9,,,18.9,-0.361735531,-0.011275244,-0.085991579,0.480981945,
1345,Palamoor Paper Products Ltd.,Miscellaneous manufactured articles,504881,U21000TG2012PLC078773,1,1,,,,,,,,,,,,,0.2,,,,,,,,,,
1346,Para Enterprises Pvt. Ltd.,Boilers & turbines,175839,U22130TN1996PTC037121,1,1,0.007761966,0.003562417,0.011800505,,,,,0.001872659,-0.038444411,1.23,,0.000238001,-51.8,54.07,28.58,123.77,29.74,,,,,,
1347,Paragon Knits Ltd.,Cloth,420545,U18101DL2008PLC181756,1,1,0.000397298,0.000319081,0.001276324,0.037404236,0.850317283,0.40948115,0.137445269,0.000373274,-0.07019783,1.01,3.741452991,0.000169062,-44,62.95,86.12,38.17,22.55,8.39,-0.066095839,-0.014871564,0.001201743,0.94156527,
1348,Parekh Aluminex Ltd.,Aluminium & aluminium products,171018,L27203MH1994PLC080732,1,1,0.058179823,0.06116103,0.087205016,0.098444867,1.16638605,0.728493676,-0.173599735,0.004985839,0.06764283,2.68,2.504169469,0.00323285,926.7,71.99,13.37,69.83,,17.13,0.059281862,0.17464704,0.076426072,0.876395366,0.01
1349,Parker V R C Infrastructure Pvt. Ltd.,Infrastructural construction,461781,U70200DL2012PTC235447,1,1,0.007757665,0.036374134,0.050808314,0.008942498,0.993521991,0.060006819,0.069939183,0.000454597,-0.313510393,1.19,22.51344743,0.003392706,-54.3,,126.25,,2634.77,,-0.056462514,0.013413746,0.009150463,0.180097744,
1350,Parsvnath Developers Ltd.,Other construction & allied activities,171787,L45201DL1990PLC040945,1,1,-0.07134294,-0.295672082,-0.348729877,-0.040736706,1.129446534,0.257216898,0.227371919,3.52878E-05,0.527618792,0.52,3.705283035,0.000166745,4332.7,190.18,1839.74,,1369.35,26.69,0.063690794,-0.026304223,-0.042096459,0.120713657,0.05
1351,Parsvnath Landmark Developers Pvt. Ltd.,Other construction & allied activities,373630,U45201DL2003PTC122489,1,1,-0.132555264,-6.725490196,-9.08627451,-0.031405093,1.0161163,0.035094067,0.004075561,6.57808E-05,3.784313725,0.43,-9.247148289,0.007194245,96.5,2757.54,1465.44,,,6728.86,0.013085455,-0.177907954,-0.031418653,0.003457815,
1352,Phenil Sugars Ltd.,Sugar,383939,U15420DL2003PLC159392,1,1,-0.14911366,-10.93529412,-10.93529412,-0.069645436,0.082599119,0.047907489,-0.012397499,,-39.2,,-2.505680305,,-1332.8,63.87,20850.11,,,46.35,-0.392820301,-1.785670076,-0.109581774,0.010020926,
1353,Phorum Jewels Ltd.,Minerals,399025,U36911MH2002PLC138186,1,1,0.057017544,0.018509729,0.02752729,,,,,0.132743363,0.080683436,2.37,,0.00748503,17,22.26,11.53,9.36,,60.59,,,,,
1354,Pioneer Embroideries Ltd.,Man-made filaments & fibres,175632,L17291MH1991PLC063752,1,1,0.029947067,0.0150818,0.015629565,0.06887809,0.995862545,0.647396851,0.182200224,0.001379152,0.021691499,1.77,1.302042802,0.000456725,59.4,47.52,54.71,13.87,9.02,29.59,0.031375449,0.103634059,0.022607226,1.44643989,0.52
1355,Pradhama Multi Speciality Hospitals & Research Ins Titute Ltd.,Other construction & allied activities,278336,U85191AP1996PLC022813,1,1,,,,,0.016483516,,,,,,0.403253922,,-35.8,,,,,,-0.148240166,0.029399586,,,
1356,Pragati Marine Services Pvt. Ltd.,Business services & consultancy,509040,U61200MH2009PTC197406,1,1,-0.041414463,-0.041560102,-0.040920716,0.052885624,0.558038692,,0.297708242,0.004002668,-0.476662404,0.63,19.99118943,0.004130809,-149.1,52.04,135.76,,,,-0.312906611,0.042392445,-0.026862539,0.656453305,
1357,Prajay Properties Pvt. Ltd.,Other construction & allied activities,380176,U70102TG2007PTC053296,1,1,,,,,,,,0.071428571,,,,,327.3,,,,,,,,,,
1358,Prasad & Co. (Project Works) Ltd.,Industrial construction,179312,U74210TG1983PLC003842,1,1,0.004978722,0.003929882,0.011137383,0.025133675,1.655284232,1.182043763,0.102786588,0.009023235,0.342470444,1.22,1.710454933,0.005658609,2100.2,112.64,100.35,40.96,125.32,,0.300260201,0.329554228,0.009764676,0.876747777,
1359,Pratibha Industries Ltd.,Infrastructural construction,179732,L45200MH1995PLC090760,1,1,-0.806241147,-2.407295694,-2.110149792,-0.498713158,0.345408915,0.283505192,0.009078165,8.9112E-05,-5.399437572,,-3.080392497,0.000211802,-47617.1,95.12,92.88,190.46,156.76,,-1.281917987,-0.661627882,-0.500985322,0.237416948,0
1360,Prime Hitech Engg. Ltd.,Other ferrous metal products,413793,U28113DL2010PLC201156,1,1,-0.114894552,-0.355178268,-0.635314092,-0.076770482,0.340289305,0.235238321,0.127181107,0.000118568,-1.893378608,,7.277504105,0.000246914,-557.6,230.46,509.5,397.69,165.16,4.78,-0.368709912,-0.143688422,-0.123718839,0.194736494,
1361,Process Construction & Technical Services Pvt. Ltd.,Other construction & allied activities,509471,U29113MH2006PTC161487,1,1,0.192112584,0.094266902,0.142765377,0.117469413,1.27787086,,,0.001675474,0.166934318,7.17,2.493102516,0.001243186,207.9,140.53,181.5,,,,0.160988075,0.24949667,0.137680037,0.964379743,
1362,Prudential Sugar Corpn. Ltd.,Sugar,183336,L15432TG1990PLC032731,1,1,0.014080901,,,0.01422945,93.03389831,,5.957142857,0.016949153,,,0.008973209,0.004310345,257.5,,,,,,0.327150299,0.435649854,0.018803202,,0.05
1363,R C C Infraventures Ltd.,Infrastructural construction,422318,U45400HR2011PLC048807,1,1,0.149198204,0.038375239,0.054444664,0.142618229,1.525712607,0.66485454,-0.013451777,0.021892448,0.115455685,3.41,2.733263961,0.005298155,349.9,21.09,43.65,75.11,18.35,2.38,0.325095234,0.203010313,0.153302982,2.815757688,
1364,R L Steels & Energy Ltd.,Steel,186800,U27202DL1985PLC021690,1,1,0.08164037,0.045404145,0.044792384,0.067332441,1.213901289,0.692436063,0.077075225,0.01497768,0.077961306,1.55,4.176125766,0.007412761,407.8,85.35,68.13,21.7,12.7,77.73,0.104962421,0.071630804,0.060305776,1.346339957,
1365,R O C Foods Ltd.,Poultry & meat products,385184,U15400CH2008PLC031186,1,1,-0.088013412,-0.324598852,-0.738701605,-0.063155146,1.194575472,0.472091195,,0.000786164,0.07286913,,0.122900348,0.000196967,49.5,70.58,84.74,27.9,29.95,73.75,0.018465326,-0.225015854,-0.187189913,0.253403962,
1366,R R Metalmakers India Ltd.,Wholesale trading,223732,L51901MH1995PLC331822,1,1,0.023908813,0.00671875,0.010078125,,1.103159252,0.619385343,,0.000644745,0.018984375,1.45,,0.000243605,24.3,59.64,36.67,,,49.16,,,,,0.45
1367,R T Exports Ltd.,Wholesale trading,188123,L51900MH1980PLC022582,1,1,-0.019567876,-0.103448276,-0.105603448,,0.138461538,,,,-0.122844828,,,,-5.7,14.55,21.92,,,,,,,,0.11
1368,Rabia Logistics Pvt. Ltd.,Storage & distribution,508786,U74900MH2008PTC182711,1,1,0.01674277,0.103773585,0.103773585,0.065660377,2.977272727,,,0.193181818,0.811320755,1.34,5.592039801,0.128787879,17.2,47.35,6.76,,,,0.129811321,-0.036981132,0.016603774,0.16,
1369,Rai Bahadur Narain Singh Sugar Mills Ltd.,Sugar,189485,U74899DL1932PLC000298,1,1,0.170778247,0.092438215,0.153866962,0.126937454,0.946332046,0.104128304,0.16832045,0.0002079,-0.05351039,5.19,4.287694347,0.000212038,-217.6,16.96,180.6,10.47,4.33,314.81,-0.049598833,0.14460248,0.142619438,0.926900985,
1370,Raj Poly Products Ltd.,Wholesale trading,190006,U25209MH1992PLC066863,1,1,0.018973999,0.006327631,0.007499414,,,,,0.028,0.12819311,0.88,,0.001669847,54.7,72.71,15.62,,,26.62,,,,,
1371,Rajshree Sugars & Chemicals Ltd.,Sugar,191865,L01542TZ1985PLC001706,1,1,-0.075843817,-0.104615692,-0.162624394,-0.054609805,0.438719768,0.181449328,0.10833193,0.000770678,-0.633645047,,7.273101759,0.000827915,-2534.2,50.4,189,16.07,4.38,109.51,-0.341035406,0.064662423,-0.08752641,0.53821206,0.09
1372,Ranar Agrochem Ltd.,Other chemical products,179717,U24110AP1999PLC031491,1,1,0.027760642,0.044334975,0.054187192,,,,,,0.068965517,,,,7,56.46,83.16,63.68,,38.36,,,,,
